,0,1,2
306,3.60999999998603,56528,238444
307,3.625,42287,223507
308,3.6410000000032596,42287,223507
309,3.6570000000065193,42287,223507
310,3.6570000000065193,42287,223507
311,3.6719999999913853,42287,235468
312,3.687999999994645,53587,235468
313,3.7039999999979045,53587,235468
314,3.7190000000118744,53587,235468
315,3.7190000000118744,52481,238972
316,3.73499999998603,52481,238972
317,3.75,52481,238972
318,3.75,52481,238972
319,3.7660000000032596,45330,234706
320,3.7820000000065193,45330,234706
321,3.7820000000065193,45330,234706
322,3.7969999999913853,45330,262153
323,3.812999999994645,51447,262153
324,3.8289999999979045,51447,262153
325,3.8440000000118744,51447,227010
326,3.85999999998603,50924,227010
327,3.875,50924,227010
328,3.875,50924,227010
329,3.8910000000032596,43944,214520
330,3.9070000000065193,43944,214520
331,3.9070000000065193,43944,214520
332,3.9219999999913853,43944,214520
333,3.937999999994645,56306,255480
334,3.937999999994645,56306,255480
335,3.9539999999979045,56306,255480
336,3.9690000000118744,56306,255480
337,3.9690000000118744,53201,241707
338,3.98499999998603,53201,241707
339,4.0,53201,241707
340,4.01600000000326,39913,237270
341,4.032000000006519,39913,237270
342,4.046999999991385,39913,237270
343,4.046999999991385,60286,259033
344,4.062999999994645,60286,259033
345,4.0789999999979045,60286,259033
346,4.0789999999979045,60286,259033
347,4.094000000011874,49568,242546
348,4.10999999998603,49568,242546
349,4.10999999998603,49568,242546
350,4.125,49568,242546
351,4.14100000000326,44895,263957
352,4.157000000006519,44895,263957
353,4.157000000006519,44895,263957
354,4.171999999991385,44895,285677
355,4.187999999994645,62009,285677
356,4.2039999999979045,62009,285677
357,4.219000000011874,62009,260134
358,4.23499999998603,44999,260134
359,4.23499999998603,44999,260134
360,4.25,44999,260134
361,4.25,44999,255417
362,4.26600000000326,51700,255417
363,4.282000000006519,51700,255417
364,4.282000000006519,51700,255417
365,4.296999999991385,51700,278859
366,4.312999999994645,53290,278859
367,4.312999999994645,53290,278859
368,4.3289999999979045,53290,278859
369,4.344000000011874,47341,265042
370,4.35999999998603,47341,265042
371,4.375,47341,265042
372,4.39100000000326,56635,282418
373,4.407000000006519,56635,282418
374,4.407000000006519,56635,282418
375,4.421999999991385,56635,309401
376,4.437999999994645,52559,309401
377,4.437999999994645,52559,309401
378,4.4539999999979045,52559,309401
379,4.469000000011874,52559,277136
380,4.469000000011874,50358,277136
381,4.48499999998603,50358,277136
382,4.5,50358,277136
383,4.5,50358,259090
384,4.51600000000326,54504,259090
385,4.532000000006519,54504,259090
386,4.546999999991385,54504,258151
387,4.562999999994645,57437,258151
388,4.5789999999979045,57437,258151
389,4.594000000011874,57437,233479
390,4.594000000011874,45241,233479
391,4.60999999998603,45241,233479
392,4.625,45241,233479
393,4.625,45241,232730
394,4.64100000000326,53268,232730
395,4.64100000000326,53268,232730
396,4.657000000006519,53268,232730
397,4.671999999991385,53268,228226
398,4.671999999991385,61566,228226
399,4.687999999994645,61566,228226
400,4.7039999999979045,61566,212378
401,4.719000000011874,46481,212378
402,4.73499999998603,46481,212378
403,4.75,46481,212378
404,4.76600000000326,46481,212378
405,4.782000000006519,55135,210771
406,4.782000000006519,55135,210771
407,4.796999999991385,55135,210771
408,4.812999999994645,55135,213701
409,4.8289999999979045,60597,213701
410,4.8289999999979045,60597,213701
411,4.844000000011874,60597,213701
412,4.85999999998603,60597,222056
413,4.85999999998603,48201,222056
414,4.875,48201,222056
415,4.89100000000326,48201,246458
416,4.907000000006519,60753,246458
417,4.921999999991385,60753,246458
418,4.937999999994645,55315,262559
419,4.9539999999979045,55315,262559
420,4.969000000011874,55315,262559
421,4.98499999998603,55315,262794
422,4.98499999998603,50700,262794
423,5.0,50700,262794
424,5.01600000000326,50700,262794
425,5.032000000006519,62289,268173
426,5.032000000006519,62289,268173
427,5.046999999991385,62289,268173
428,5.062999999994645,62289,284381
429,5.0789999999979045,48527,284381
430,5.094000000011874,48527,286873
431,5.125,58524,287763
432,5.14100000000326,60167,287763
433,5.157000000006519,60167,287763
434,5.171999999991385,60167,287763
435,5.171999999991385,60167,287763
436,5.187999999994645,60167,287763
437,5.187999999994645,46228,303521
438,5.2039999999979045,46228,303521
439,5.219000000011874,46228,303521
440,5.23499999998603,46228,303521
441,5.23499999998603,53299,301584
442,5.25,53299,301584
443,5.25,53299,301584
444,5.26600000000326,53299,290617
445,5.282000000006519,58904,290617
446,5.296999999991385,58904,290617
447,5.312999999994645,58904,285460
448,5.3289999999979045,47637,285460
449,5.344000000011874,47637,285460
450,5.344000000011874,47637,285460
451,5.35999999998603,49623,285133
452,5.375,49623,285133
453,5.375,49623,285133
454,5.39100000000326,49623,285133
455,5.407000000006519,51457,281904
456,5.407000000006519,51457,281904
457,5.421999999991385,51457,281904
458,5.437999999994645,51457,281904
459,5.437999999994645,54777,289584
460,5.4539999999979045,54777,289584
461,5.469000000011874,54777,289584
462,5.48499999998603,39706,296087
463,5.5,39706,296087
464,5.51600000000326,39706,296087
465,5.51600000000326,39706,293496
466,5.532000000006519,50399,293496
467,5.546999999991385,50399,293496
468,5.546999999991385,50399,293496
469,5.562999999994645,50399,293496
470,5.562999999994645,49447,289831
471,5.5789999999979045,49447,289831
472,5.5789999999979045,49447,289831
473,5.594000000011874,49447,289831
474,5.60999999998603,39140,272265
475,5.60999999998603,39140,272265
476,5.625,39140,272265
477,5.64100000000326,39140,263732
478,5.657000000006519,45156,263732
479,5.671999999991385,45156,263732
480,5.687999999994645,45156,263446
481,5.687999999994645,43763,263446
482,5.7039999999979045,43763,263446
483,5.719000000011874,43763,263446
484,5.73499999998603,43763,258940
485,5.73499999998603,37196,258940
486,5.75,37196,258940
487,5.75,37196,258940
488,5.76600000000326,37196,273035
489,5.782000000006519,34081,273035
490,5.782000000006519,34081,273035
491,5.796999999991385,34081,273035
492,5.812999999994645,34941,270149
493,5.8289999999979045,34941,270149
494,5.844000000011874,34941,274393
495,5.85999999998603,37033,274393
496,5.875,37033,274393
497,5.89100000000326,37033,274393
498,5.89100000000326,27612,279592
499,5.907000000006519,27612,279592
500,5.921999999991385,27612,279592
501,5.921999999991385,27612,279592
502,5.937999999994645,35066,273425
503,5.9539999999979045,35066,273425
504,5.9539999999979045,35066,273425
505,5.969000000011874,35066,285306
506,5.98499999998603,26264,285306
507,6.0,26264,285306
508,6.01600000000326,26264,296535
509,6.032000000006519,23105,296535
510,6.046999999991385,23105,296535
511,6.046999999991385,23105,292409
512,6.062999999994645,28186,292409
513,6.0789999999979045,28186,292409
514,6.0789999999979045,28186,292409
515,6.094000000011874,28186,292893
516,6.10999999998603,12867,292893
517,6.10999999998603,12867,292893
518,6.125,12867,292893
519,6.14100000000326,12867,277435
520,6.14100000000326,20201,277435
521,6.157000000006519,20201,277435
522,6.171999999991385,20201,226239
523,6.187999999994645,22061,226239
524,6.2039999999979045,22061,226239
525,6.219000000011874,22061,226239
526,6.23499999998603,22061,226239
527,6.23499999998603,22061,232684
528,6.25,14895,232684
529,6.26600000000326,14895,232684
530,6.26600000000326,14895,232684
531,6.282000000006519,14895,251297
532,6.296999999991385,20446,251297
533,6.296999999991385,20446,251297
534,6.312999999994645,20446,251297
535,6.3289999999979045,20446,270506
536,6.3289999999979045,14324,270506
537,6.344000000011874,14324,270506
538,6.35999999998603,14324,270506
539,6.375,18986,276091
540,6.39100000000326,18986,276091
541,6.407000000006519,18986,276091
542,6.407000000006519,18365,237875
543,6.421999999991385,18365,237875
544,6.421999999991385,18365,237875
545,6.437999999994645,18365,237875
546,6.4539999999979045,13068,203289
547,6.4539999999979045,13068,203289
548,6.469000000011874,13068,203289
549,6.48499999998603,13068,203289
550,6.48499999998603,19507,191584
551,6.5,19507,191584
552,6.51600000000326,19507,191584
553,6.532000000006519,19507,193783
554,6.546999999991385,14024,193783
555,6.562999999994645,14024,193783
556,6.562999999994645,14024,191725
557,6.5789999999979045,19615,191725
558,6.594000000011874,19615,191725
559,6.594000000011874,19615,191725
560,6.60999999998603,19615,191725
561,6.60999999998603,18211,193576
562,6.625,18211,193576
563,6.64100000000326,18211,193576
564,6.64100000000326,18211,193576
565,6.657000000006519,16104,203910
566,6.671999999991385,16104,203910
567,6.687999999994645,16104,203910
568,6.687999999994645,16104,215261
569,6.7039999999979045,23729,215261
570,6.719000000011874,23729,215261
571,6.73499999998603,16896,224042
572,6.75,16896,224042
573,6.76600000000326,16896,224042
574,6.76600000000326,16896,238099
575,6.782000000006519,24418,238099
576,6.796999999991385,24418,238099
577,6.796999999991385,24418,238099
578,6.812999999994645,24418,236152
579,6.8289999999979045,19728,236152
580,6.844000000011874,19728,236152
581,6.844000000011874,19728,236152
582,6.85999999998603,19728,233957
583,6.875,19470,233957
584,6.89100000000326,19470,233957
585,6.907000000006519,31473,221730
586,6.921999999991385,31473,221730
587,6.937999999994645,31473,221730
588,6.937999999994645,31473,216520
589,6.9539999999979045,14610,216520
590,6.9539999999979045,14610,216520
591,6.969000000011874,14610,216520
592,6.98499999998603,14610,216813
593,6.98499999998603,27013,216813
594,7.0,27013,216813
595,7.01600000000326,27013,216813
596,7.01600000000326,27013,231152
597,7.032000000006519,32567,231152
598,7.046999999991385,32567,231152
599,7.062999999994645,32567,231152
600,7.0789999999979045,20033,235705
601,7.0789999999979045,20033,235705
602,7.094000000011874,20033,235705
603,7.10999999998603,32847,249872
604,7.125,32847,249872
605,7.14100000000326,32847,249872
606,7.14100000000326,32847,218467
607,7.157000000006519,33261,218467
608,7.171999999991385,33261,218467
609,7.171999999991385,33261,218467
610,7.187999999994645,33261,219814
611,7.2039999999979045,29013,219814
612,7.2039999999979045,29013,219814
613,7.219000000011874,29013,219814
614,7.23499999998603,24685,217748
615,7.25,24685,217748
616,7.25,24685,217748
617,7.26600000000326,37619,210175
618,7.282000000006519,37619,210175
619,7.296999999991385,37619,210175
620,7.312999999994645,37619,209401
621,7.312999999994645,44270,209401
622,7.3289999999979045,44270,209401
623,7.344000000011874,44270,209401
624,7.344000000011874,44270,209401
625,7.35999999998603,30696,195584
626,7.375,30696,195584
627,7.375,30696,195584
628,7.39100000000326,30696,195584
629,7.39100000000326,38411,198630
630,7.407000000006519,38411,198630
631,7.421999999991385,38411,198630
632,7.437999999994645,54076,194642
633,7.4539999999979045,54076,194642
634,7.469000000011874,54076,194642
635,7.48499999998603,54076,194642
636,7.48499999998603,54076,194642
637,7.5,34706,204425
638,7.51600000000326,34706,204425
639,7.51600000000326,34706,204425
640,7.532000000006519,34706,204425
641,7.546999999991385,41076,223822
642,7.546999999991385,41076,223822
643,7.562999999994645,41076,223822
644,7.562999999994645,41076,223822
645,7.5789999999979045,57523,216016
646,7.594000000011874,57523,216016
647,7.60999999998603,57523,216016
648,7.625,41275,204556
649,7.64100000000326,41275,204556
650,7.657000000006519,41275,204556
651,7.671999999991385,42725,200331
652,7.671999999991385,42725,200331
653,7.687999999994645,42725,200331
654,7.687999999994645,42725,200331
655,7.7039999999979045,61598,193444
656,7.719000000011874,61598,193444
657,7.719000000011874,61598,193444
658,7.73499999998603,61598,193444
659,7.75,44824,189494
660,7.76600000000326,44824,189494
661,7.782000000006519,44824,189494
662,7.782000000006519,42067,199086
663,7.796999999991385,42067,199086
664,7.812999999994645,42067,199086
665,7.8289999999979045,57172,199395
666,7.844000000011874,57172,199395
667,7.85999999998603,57172,199395
668,7.85999999998603,57172,206525
669,7.875,50393,206525
670,7.89100000000326,50393,206525
671,7.89100000000326,50393,206525
672,7.907000000006519,50393,210402
673,7.921999999991385,46948,210402
674,7.921999999991385,46948,210402
675,7.937999999994645,46948,210402
676,7.9539999999979045,46948,200103
677,7.969000000011874,52103,200103
678,7.98499999998603,52103,200103
679,8.0,53734,206278
680,8.01600000000326,53734,206278
681,8.01600000000326,53734,206278
682,8.03200000000652,53734,213356
683,8.03200000000652,49984,213356
684,8.046999999991385,49984,213356
685,8.062999999994645,49984,213356
686,8.062999999994645,49984,209331
687,8.078999999997905,54490,209331
688,8.094000000011874,54490,209331
689,8.094000000011874,54490,209331
690,8.10999999998603,54490,233726
691,8.125,41433,233726
692,8.14100000000326,41433,233726
693,8.15700000000652,41433,230741
694,8.171999999991385,56350,230741
695,8.171999999991385,56350,230741
696,8.187999999994645,56350,232685
697,8.203999999997905,49021,232685
698,8.219000000011874,49021,232685
699,8.219000000011874,49021,232685
700,8.23499999998603,49021,227243
701,8.25,47404,227243
702,8.25,47404,227243
703,8.26600000000326,47404,227243
704,8.28200000000652,47404,205787
705,8.28200000000652,55696,205787
706,8.296999999991385,55696,205787
707,8.312999999994645,55696,205787
708,8.328999999997905,55696,205787
709,8.344000000011874,44455,188354
710,8.35999999998603,44455,188354
711,8.375,44455,188354
712,8.375,44455,193552
713,8.39100000000326,51022,193552
714,8.39100000000326,51022,193552
715,8.40700000000652,51022,193552
716,8.421999999991385,51022,193552
717,8.421999999991385,50942,192328
718,8.437999999994645,50942,192328
719,8.437999999994645,50942,192328
720,8.453999999997905,50942,192328
721,8.469000000011874,51828,196622
722,8.469000000011874,51828,196622
723,8.48499999998603,51828,196622
724,8.5,49268,192109
725,8.51600000000326,49268,192109
726,8.53200000000652,49268,192109
727,8.546999999991385,43671,183907
728,8.562999999994645,43671,183907
729,8.562999999994645,43671,183907
730,8.578999999997905,43671,183907
731,8.594000000011874,50070,184216
732,8.594000000011874,50070,184216
733,8.60999999998603,50070,184216
734,8.625,50070,184216
735,8.625,47209,181258
736,8.64100000000326,47209,181258
737,8.65700000000652,47209,181258
738,8.671999999991385,47209,192324
739,8.687999999994645,46962,192324
740,8.687999999994645,46962,192324
741,8.703999999997905,46962,181427
742,8.719000000011874,48062,181427
743,8.73499999998603,48062,181427
744,8.75,48062,181427
745,8.75,46140,190284
746,8.76600000000326,46140,190284
747,8.78200000000652,46140,190284
748,8.78200000000652,46140,190284
749,8.796999999991385,46140,206110
750,8.796999999991385,48312,206110
751,8.812999999994645,48312,206110
752,8.828999999997905,48312,206110
753,8.844000000011874,41793,188865
754,8.85999999998603,41793,188865
755,8.85999999998603,41793,188865
756,8.875,45152,193642
757,8.89100000000326,45152,193642
758,8.90700000000652,45152,193642
759,8.90700000000652,45152,209684
760,8.921999999991385,52522,209684
761,8.937999999994645,52522,209684
762,8.953999999997905,52522,209684
763,8.953999999997905,52522,209903
764,8.969000000011874,39909,209903
765,8.98499999998603,39909,209903
766,8.98499999998603,39909,209903
767,9.0,39909,229070
768,9.01600000000326,46483,229070
769,9.03200000000652,46483,229070
770,9.03200000000652,46483,233918
771,9.046999999991385,56485,233918
772,9.062999999994645,56485,233918
773,9.078999999997905,56485,219161
774,9.094000000011874,33101,219161
775,9.094000000011874,33101,219161
776,9.10999999998603,33101,219161
777,9.125,33101,227061
778,9.125,46989,227061
779,9.14100000000326,46989,227061
780,9.15700000000652,46989,227061
781,9.15700000000652,46989,227061
782,9.171999999991385,58033,214129
783,9.187999999994645,58033,214129
784,9.187999999994645,58033,214129
785,9.203999999997905,32758,200071
786,9.219000000011874,32758,200071
787,9.23499999998603,32758,200071
788,9.25,52678,217383
789,9.26600000000326,52678,217383
790,9.28200000000652,52678,217383
791,9.28200000000652,52678,217383
792,9.296999999991385,57427,218078
793,9.296999999991385,57427,218078
794,9.312999999994645,57427,218078
795,9.328999999997905,57427,218078
796,9.328999999997905,36430,217247
797,9.344000000011874,36430,217247
798,9.35999999998603,36430,217247
799,9.35999999998603,36430,252517
800,9.375,48777,252517
801,9.39100000000326,48777,252517
802,9.40700000000652,48777,232158
803,9.421999999991385,58328,232158
804,9.437999999994645,58328,232158
805,9.453999999997905,58328,235773
806,9.469000000011874,33691,235773
807,9.469000000011874,33691,235773
808,9.48499999998603,33691,235773
809,9.48499999998603,33691,253999
810,9.5,44876,253999
811,9.51600000000326,44876,253999
812,9.53200000000652,44876,253999
813,9.53200000000652,44876,217310
814,9.546999999991385,60950,217310
815,9.562999999994645,60950,217310
816,9.578999999997905,60950,241507
817,9.594000000011874,30739,241507
818,9.60999999998603,30739,241507
819,9.625,45202,266171
820,9.64100000000326,45202,266171
821,9.65700000000652,45202,266171
822,9.65700000000652,54284,232479
823,9.671999999991385,54284,232479
824,9.687999999994645,54284,232479
825,9.703999999997905,54284,232479
826,9.703999999997905,32424,256551
827,9.719000000011874,32424,256551
828,9.73499999998603,32424,256551
829,9.75,32424,269415
830,9.75,50540,269415
831,9.78200000000652,50540,269415
832,9.78200000000652,50540,269415
833,9.796999999991385,50540,249430
834,9.812999999994645,47533,249430
835,9.844000000011874,36159,275834
836,9.85999999998603,36159,275834
837,9.875,36159,275834
838,9.875,36159,275834
839,9.89100000000326,36159,275776
840,9.89100000000326,48616,275776
841,9.90700000000652,48616,275776
842,9.921999999991385,48616,275776
843,9.921999999991385,48616,224004
844,9.937999999994645,42221,224004
845,9.953999999997905,42221,224004
846,9.969000000011874,35523,264039
847,9.98499999998603,35523,264039
848,10.0,35523,264039
849,10.01600000000326,43585,272999
850,10.03200000000652,43585,272999
851,10.03200000000652,43585,272999
852,10.046999999991385,43585,272999
853,10.062999999994645,46778,254915
854,10.062999999994645,46778,254915
855,10.078999999997905,46778,254915
856,10.078999999997905,46778,254915
857,10.094000000011874,35017,294057
858,10.10999999998603,35017,294057
859,10.125,35017,294057
860,10.125,35017,288978
861,10.14100000000326,39772,288978
862,10.15700000000652,39772,288978
863,10.171999999991385,39772,247404
864,10.187999999994645,48705,247404
865,10.187999999994645,48705,247404
866,10.203999999997905,48705,247404
867,10.219000000011874,48705,278478
868,10.219000000011874,30491,278478
869,10.23499999998603,30491,278478
870,10.25,30491,278478
871,10.25,30491,274267
872,10.26600000000326,37333,274267
873,10.28200000000652,37333,274267
874,10.28200000000652,37333,274267
875,10.296999999991385,37333,253986
876,10.312999999994645,53462,253986
877,10.328999999997905,53462,253986
878,10.344000000011874,53462,303965
879,10.35999999998603,35113,303965
880,10.35999999998603,35113,303965
881,10.375,35113,303965
882,10.39100000000326,35113,287848
883,10.39100000000326,30125,287848
884,10.40700000000652,30125,287848
